,date_time,total_demand,combined_cycle_gas_turbine_generation,oil_generation,coal_generation,nuclear_generation,wind_generation,pumped_storage_generation,nonpumped_storage_hydro_generation,open_cycle_gas_turbine_generation,other_generation,biomass_generation,embedded_solar_generation,embedded_wind_generation,BritNet_flow,total_ma7,detrended_total_ma7
790,2011-01-04,2193059,767424,0,902821,424879,60117,13154,10568,0,0,0,46.0,63823.0,0.0,1931656.2857142857,-37944.53095828253
791,2011-01-05,2212916,809782,0,862991,419344,39812,16008,9983,89,0,0,40.0,66083.0,0.0,1966710.7142857143,-49618.24524399685
792,2011-01-06,2210608,850084,0,837066,395121,33409,17502,10380,318,0,0,39.0,24331.0,0.0,2004337.857142857,-54217.388101139804
793,2011-01-07,2211636,820093,0,838475,399524,22334,19118,10179,0,0,0,27.0,44799.0,0.0,2050440.2857142857,-65015.38810113957
794,2011-01-08,1972336,760392,0,629087,385651,33638,16260,7281,0,0,0,71.0,62770.0,0.0,2083235.857142857,-106561.81667256821
795,2011-01-09,1957595,773266,0,591834,377028,44431,22924,6431,0,0,0,106.0,63462.0,0.0,2101630.1428571427,-121474.95952971117
796,2011-01-10,2220527,895402,19,797630,381699,32914,16442,6648,495,0,0,49.0,74761.0,0.0,2139811.0,-107229.53095828253
797,2011-01-11,2176118,926381,0,769312,373737,36765,15850,6604,10,0,0,53.0,21674.0,0.0,2137390.8571428573,-119759.24524399661
798,2011-01-12,2196994,930105,0,740268,372315,50738,16764,7940,0,0,0,148.0,60272.0,0.0,2135116.285714286,-126849.81667256798
799,2011-01-13,2107723,850653,56,705587,382828,38886,19908,14286,414,0,0,43.0,65167.0,0.0,2120418.4285714286,-148059.95952971117
800,2011-01-14,2059447,749698,0,662283,391035,68461,16490,23510,0,0,0,45.0,80867.0,0.0,2098677.1428571427,-164525.3881011398
801,2011-01-15,1883471,670969,0,504121,381265,106808,14128,30487,66,0,0,36.0,95347.0,0.0,2085982.142857143,-163028.8166725682
802,2011-01-16,1818406,653298,0,451384,395484,96639,21300,30843,54,0,0,57.0,88533.0,0.0,2066098.0,-163604.81667256844
803,2011-01-17,2084559,863787,0,674378,397309,44405,17550,29668,23,0,0,58.0,27410.0,0.0,2046674.0,-154803.1023868539
804,2011-01-18,2135069,905279,0,708192,396606,33901,21958,28093,16,0,0,131.0,35841.0,0.0,2040809.857142857,-132731.24524399685
805,2011-01-19,2175468,910297,0,776232,406562,19572,16974,26021,0,0,0,133.0,25487.0,0.0,2037734.7142857143,-107217.5309582823
806,2011-01-20,2211421,908927,0,848173,407309,15130,16314,22652,80,0,0,122.0,19801.0,0.0,2052548.7142857143,-74008.81667256821
807,2011-01-21,2204411,873478,0,881703,407860,13628,18180,20931,5,0,0,131.0,17235.0,0.0,2073257.857142857,-38468.38810113957
808,2011-01-22,2009204,720301,0,758810,414888,7580,20646,15887,0,0,0,62.0,28386.0,0.0,2091219.7142857143,-7509.3881011395715
809,2011-01-23,1932055,665982,0,721164,408151,13097,13770,13163,0,0,0,54.0,37689.0,0.0,2107455.285714286,20445.46904171747
810,2011-01-24,2167303,808470,0,876122,401463,49786,16300,10515,0,0,0,79.0,49893.0,0.0,2119275.8571428573,34997.32618457475
811,2011-01-25,2177836,813981,0,900730,394633,39288,14486,10339,0,0,0,67.0,59555.0,0.0,2125385.4285714286,35979.754756003385
812,2011-01-26,2158537,821834,0,886624,395239,35242,15152,10233,0,0,0,62.0,49633.0,0.0,2122966.714285714,22925.611898860196
813,2011-01-27,2229358,828922,0,966225,400013,12663,17598,9364,207,0,0,67.0,46751.0,-3.0,2125529.1428571427,21737.32618457428
814,2011-01-28,2223234,807990,0,981134,401736,13370,15464,10026,6,0,0,134.0,38828.0,0.0,2128218.1428571427,24856.89761314611
815,2011-01-29,2050897,775392,0,790101,390025,9568,22840,9060,0,0,0,87.0,20811.0,0.0,2134174.285714286,29481.61189886043
816,2011-01-30,1990688,742423,0,750725,392788,29813,14858,7190,0,0,0,137.0,19490.0,0.0,2142550.4285714286,29001.183327432023
817,2011-01-31,2227431,878668,0,886695,401648,59449,20660,8740,0,0,0,152.0,28608.0,0.0,2151140.1428571427,23534.897613145877
818,2011-02-01,2217550,855029,0,911299,359702,73660,17218,15567,0,0,0,121.0,52432.0,593.0,2156813.5714285714,22761.89761314611
819,2011-02-02,2182698,838901,0,842156,345408,90279,17532,27082,797,0,0,66.0,76298.0,702.0,2160265.1428571427,28287.754756002687
820,2011-02-03,2149260,843160,0,790266,326439,83922,23140,32995,252,0,0,173.0,79769.0,100.0,2148822.5714285714,19947.183327431558
821,2011-02-04,2104283,784494,0,772355,322561,76175,19152,28780,379,0,0,75.0,89021.0,1601.0,2131829.5714285714,4917.897613145877
822,2011-02-05,1884332,697366,0,573988,358257,54944,14910,29487,0,0,0,63.0,78667.0,1599.0,2108034.5714285714,-8127.959529711166
823,2011-02-06,1811163,642672,0,560522,394322,25642,14882,27277,0,0,0,78.0,69034.0,0.0,2082388.142857143,-19136.53095828253
824,2011-02-07,2060133,704028,0,749517,413717,56379,19196,28454,0,0,0,104.0,72258.0,-802.0,2058488.4285714286,-26883.388101139804
825,2011-02-08,2092789,760363,0,805903,423636,41065,19012,29111,399,0,0,227.0,29554.0,-832.0,2040665.4285714286,-39732.24524399685
826,2011-02-09,2092921,811131,0,725184,423250,45992,23524,28297,0,0,0,103.0,54611.0,0.0,2027840.142857143,-52507.95952971093
827,2011-02-10,2072627,823961,0,731280,425252,17461,19614,26525,0,0,0,88.0,27530.0,-1238.0,2016892.5714285714,-65634.67381542549
828,2011-02-11,2016532,758477,0,715621,427015,29061,15130,25528,0,0,0,110.0,23404.0,-1207.0,2004356.7142857143,-87870.67381542549
829,2011-02-12,1801331,637137,0,562560,426299,28180,15910,26679,0,0,0,198.0,31969.0,0.0,1992499.4285714286,-115868.81667256821
830,2011-02-13,1818554,629383,0,540951,426523,48588,16170,25872,0,0,0,56.0,57536.0,0.0,1993555.2857142857,-127330.81667256821
831,2011-02-14,2043808,737821,0,784512,426985,24688,15064,24272,0,0,0,231.0,37774.0,-3216.0,1991223.142857143,-133963.53095828253
832,2011-02-15,2133611,756754,0,799396,427652,55090,18922,25368,0,0,0,100.0,66972.0,-3216.0,1997054.857142857,-121776.67381542549
833,2011-02-16,2092768,713569,10581,862648,426587,30806,21198,22354,453,0,0,194.0,30546.0,0.0,1997033.0,-113868.10238685412
834,2011-02-17,2081382,789464,0,844993,417301,12654,19394,22499,0,0,0,154.0,9607.0,2802.0,1998283.7142857143,-101180.95952971093
835,2011-02-18,2071009,753613,0,830012,406091,40723,19976,24078,0,0,0,84.0,32969.0,277.0,2006066.142857143,-84173.53095828253
836,2011-02-19,1926509,651320,0,682581,406344,50785,19888,21029,0,0,0,93.0,43917.0,0.0,2023948.7142857143,-57750.10238685412
837,2011-02-20,1871504,646515,0,643843,409291,50317,13568,15643,0,0,0,78.0,37417.0,0.0,2031513.0,-44002.38810114004
838,2011-02-21,2118408,775038,0,838408,417005,34024,22864,14501,0,0,0,77.0,30647.0,4503.0,2042170.142857143,-33192.24524399685
839,2011-02-22,2097259,791650,0,851220,417633,23421,19078,10892,12,0,0,114.0,20143.0,4505.0,2036977.0,-42508.816672568675
840,2011-02-23,2076253,760406,0,791180,418347,56528,15336,13383,0,0,0,88.0,55161.0,0.0,2034617.7142857143,-52163.38810113957
841,2011-02-24,1979222,704786,0,770938,407893,62696,14106,18862,0,0,0,259.0,44726.0,-4614.0,2020023.4285714286,-67231.53095828253
842,2011-02-25,1942264,699423,0,692796,406357,84572,14700,23525,0,0,0,137.0,52708.0,-4619.0,2001631.2857142857,-75872.81667256821
843,2011-02-26,1795409,588691,0,601249,405248,43189,19300,26989,114,0,0,223.0,59179.0,0.0,1982902.7142857143,-87924.53095828253
844,2011-02-27,1792138,580345,0,615399,404986,45586,16660,23044,0,0,0,232.0,53823.0,0.0,1971564.7142857143,-90982.95952971117
845,2011-02-28,2089157,739259,0,877107,409814,21653,28326,24136,0,0,0,154.0,29707.0,-8625.0,1967386.0,-89486.53095828253
846,2011-03-01,2113134,792259,0,865487,415812,24332,15710,16998,65,0,0,175.0,14817.0,-158.0,1969653.857142857,-72215.67381542549
847,2011-03-02,2107519,753857,0,887478,413295,35265,12854,15259,0,0,0,290.0,19843.0,-8736.0,1974120.4285714286,-49769.81667256821
848,2011-03-03,2131026,785744,0,904199,403517,17879,18878,13747,0,0,0,222.0,16116.0,0.0,1995806.7142857143,-21490.959529711166
849,2011-03-04,2063980,728499,0,887539,405402,13688,23938,14573,103,0,0,348.0,10072.0,9330.0,2013194.7142857143,-1922.1023868538905
850,2011-03-05,1882002,645230,0,744602,417367,10084,17038,14690,82,0,0,201.0,9360.0,0.0,2025565.142857143,13288.040470289066
851,2011-03-06,1822167,664296,0,631565,422979,16943,17370,8700,0,0,0,306.0,19813.0,8380.0,2029855.0,21262.46904171747
852,2011-03-07,2047877,773786,0,806948,438308,28184,17386,9138,0,0,0,496.0,17993.0,0.0,2023957.857142857,20954.611898860196
853,2011-03-08,2060551,651559,0,849820,438363,78270,10306,9625,0,0,0,484.0,38578.0,0.0,2016446.0,8817.18332743179
854,2011-03-09,2041141,627403,0,813400,429837,97154,15048,10726,0,0,0,346.0,64432.0,-1461.0,2006963.4285714286,-2800.9595297109336
855,2011-03-10,2021225,590899,0,789193,429952,111009,15480,14989,0,0,0,323.0,70282.0,-1661.0,1991277.5714285714,-15220.959529711166
856,2011-03-11,2000538,623531,0,797136,430973,69028,17056,14580,0,0,0,333.0,47194.0,1451.0,1982214.4285714286,-22935.673815425253
857,2011-03-12,1803032,616853,0,618566,430257,33575,13914,12880,0,0,0,308.0,22221.0,1411.0,1970933.0,-31441.959529711166
858,2011-03-13,1750717,590400,0,592582,434523,36244,14798,13556,0,0,0,316.0,15129.0,0.0,1960725.857142857,-36658.673815425485
859,2011-03-14,2003829,677714,0,813470,438713,31169,19344,13528,0,0,0,503.0,15476.0,-3448.0,1954433.2857142857,-30099.959529711166
860,2011-03-15,2012739,658978,0,843812,433166,16037,17402,10958,55,0,0,268.0,17775.0,-3.0,1947603.0,-17727.10238685389
861,2011-03-16,2006585,670925,0,834564,417794,18195,21380,12835,0,0,0,206.0,11744.0,2256.0,1942666.4285714286,-5252.3881011395715
862,2011-03-17,2012699,741284,0,805785,407222,21220,15542,12667,0,0,0,319.0,11989.0,0.0,1941448.4285714286,11242.469041717472
863,2011-03-18,1975375,721920,0,776664,397578,31989,15464,13395,0,0,0,369.0,15104.0,0.0,1937853.7142857143,30064.754756003153
864,2011-03-19,1773333,691979,0,580902,402100,31064,12614,10988,0,0,0,628.0,13356.0,447.0,1933611.0,47917.46904171747
865,2011-03-20,1717757,615764,0,554305,412107,49462,13384,11744,0,0,0,431.0,29870.0,0.0,1928902.4285714286,56783.89761314611
866,2011-03-21,1914670,718771,0,660237,414419,63561,15358,16349,0,0,0,490.0,20608.0,0.0,1916165.4285714286,54018.18332743179
867,2011-03-22,1893566,707713,0,681701,410775,25056,23630,23486,0,0,0,477.0,10738.0,-8.0,1899140.7142857143,45054.04047028883
868,2011-03-23,1878373,664035,0,735617,404912,16281,14792,22999,48,0,0,642.0,8011.0,0.0,1880824.7142857143,28024.326184574747
869,2011-03-24,1850050,615485,0,760270,401013,9844,18214,21829,0,0,0,664.0,5370.0,-25.0,1857589.142857143,6307.8976131461095
870,2011-03-25,1819257,599611,0,766645,400142,6924,13584,21179,0,0,0,650.0,1816.0,-4655.0,1835286.5714285714,-17142.81667256821
871,2011-03-26,1677626,601632,0,608169,397105,15420,15368,21175,0,0,0,371.0,9057.0,-20121.0,1821614.142857143,-27483.38810113957
872,2011-03-27,1627332,632928,0,528081,382706,14055,12680,17409,0,0,0,515.0,8726.0,0.0,1808696.2857142857,-33681.9595297114
873,2011-03-28,1853850,726397,0,648138,397244,3816,12640,15390,0,0,0,637.0,2443.0,32436.0,1800007.7142857143,-36582.10238685389
874,2011-03-29,1895962,700243,0,714305,407293,5339,15220,16079,74,0,0,464.0,5029.0,22103.0,1800350.0,-37858.24524399708
875,2011-03-30,1908770,696528,0,690720,411955,34275,12920,13269,0,0,0,275.0,24595.0,10289.0,1804692.4285714286,-29308.53095828253
876,2011-03-31,1889216,705748,0,553866,422545,93305,14800,15205,217,0,0,499.0,57248.0,3811.0,1810287.5714285714,-31879.388101140037
877,2011-04-01,1837407,657641,0,533294,402960,117199,16956,21446,0,0,0,352.0,60220.0,14804.0,1812880.4285714286,-34035.24524399685
878,2011-04-02,1625191,599650,0,416102,385691,77081,16844,25820,0,0,0,573.0,40615.0,31070.0,1805389.7142857143,-26659.9595297114
879,2011-04-03,1559737,632966,0,364891,386835,49436,12684,21382,362,0,0,594.0,26080.0,32943.0,1795733.2857142857,-34138.388101139804
880,2011-04-04,1843812,688016,0,583384,394881,87044,12288,21911,0,0,0,462.0,51493.0,5123.0,1794299.2857142857,-30973.53095828276
881,2011-04-05,1867515,696371,0,536690,396136,107945,18564,25862,0,0,0,290.0,61712.0,15827.0,1790235.4285714286,7920.3261845747475
882,2011-04-06,1811990,694284,0,491149,396596,92782,21374,29449,38,0,0,790.0,50277.0,20045.0,1776409.7142857143,13056.897613145877
883,2011-04-07,1791204,750012,0,472980,396508,67501,13890,30552,129,0,0,786.0,26654.0,24723.0,1762408.0,23010.18332743179
884,2011-04-08,1721588,762112,0,421870,395411,33322,16218,28853,0,0,0,934.0,10678.0,29750.0,1745862.4285714286,29526.611898860196
885,2011-04-09,1518350,691198,0,293148,395555,18726,15178,24723,667,0,0,909.0,17089.0,26831.0,1730599.4285714286,18604.89761314611
886,2011-04-10,1467388,682314,0,244804,395395,19968,17018,24599,86,0,0,945.0,8889.0,38575.0,1717406.7142857143,23984.326184574515
887,2011-04-11,1729608,744760,0,440570,402032,54119,15394,23178,57,0,0,672.0,35103.0,7007.0,1701091.857142857,18993.897613145877
888,2011-04-12,1768613,656548,0,518261,413913,67565,15718,21802,0,0,0,936.0,37236.0,18911.0,1686963.0,-16719.9595297114
889,2011-04-13,1832835,689586,0,599885,423205,49884,15614,21123,25,0,0,406.0,27192.0,10142.0,1689940.857142857,-12711.245243996847
890,2011-04-14,1819213,732005,0,620996,423957,16289,17098,23855,816,0,0,431.0,5215.0,-3811.0,1693942.142857143,-5948.530958282761
891,2011-04-15,1755282,741133,0,545333,423254,15303,12906,21935,0,0,0,480.0,5427.0,-3746.0,1698755.5714285714,-2297.3881011398043
892,2011-04-16,1542290,670933,0,345206,413093,23450,15130,18819,0,0,0,714.0,5349.0,21453.0,1702175.5714285714,-2637.2452439970803
893,2011-04-17,1484933,673917,0,278430,412317,14845,19640,17079,0,0,0,945.0,4421.0,30633.0,1704682.0,-3954.2452439968474
894,2011-04-18,1712699,783692,0,451039,422506,13317,12868,15281,0,0,0,875.0,7460.0,498.0,1702266.4285714286,-6821.102386854123
895,2011-04-19,1707168,754504,0,475313,418834,13251,21216,13033,0,0,0,1062.0,5201.0,5899.0,1693488.5714285714,-15878.959529711166
896,2011-04-20,1711528,760703,0,487035,409000,8755,16776,14032,0,0,0,1069.0,4179.0,2777.0,1676159.0,-34187.10238685412
897,2011-04-21,1668636,746122,0,444286,408333,15357,11716,12648,0,0,0,1021.0,8009.0,7679.0,1654648.0,-53124.53095828253
898,2011-04-22,1482154,721331,0,218709,408038,31453,16774,13014,411,0,0,1020.0,14913.0,28121.0,1615629.7142857143,-89421.53095828253
899,2011-04-23,1430673,732691,0,178068,408285,17599,10528,12489,0,0,0,1007.0,6387.0,33517.0,1599684.4285714286,-103650.67381542525
900,2011-04-24,1350322,711028,0,111041,408278,16290,10206,11777,0,0,0,968.0,5686.0,40873.0,1580454.2857142857,-119881.10238685412
901,2011-04-25,1414202,761884,0,109930,412514,27315,9804,10778,0,0,0,1126.0,12920.0,35721.0,1537811.857142857,-163401.53095828253
902,2011-04-26,1628021,860084,0,269033,413746,34266,12290,9672,0,0,0,782.0,16137.0,6248.0,1526505.142857143,-169240.67381542525
903,2011-04-27,1656832,867287,0,296517,413611,33590,12460,8697,0,0,0,1146.0,14702.0,5774.0,1518691.4285714286,-166161.38810113957
904,2011-04-28,1647228,857173,0,299915,407726,33735,17482,9072,0,0,0,1105.0,15894.0,2800.0,1515633.142857143,-161324.95952971093
905,2011-04-29,1498943,746657,0,235601,392983,65379,13018,10143,0,0,0,805.0,29075.0,5219.0,1518031.5714285714,-152490.67381542549
906,2011-04-30,1441864,627990,0,183154,390790,99054,10640,9176,0,0,0,1178.0,46705.0,41401.0,1519630.2857142857,-144691.53095828253
907,2011-05-01,1395495,608898,0,173980,392099,82005,10192,10027,0,0,0,1153.0,44734.0,40153.0,1526083.5714285714,-136629.95952971117
908,2011-05-02,1439131,705988,0,198231,392158,71386,10282,9769,0,0,0,1262.0,46580.0,-6319.0,1529644.857142857,-133190.24524399685
909,2011-05-03,1680694,824967,0,394109,378087,39837,12178,7664,0,0,0,1292.0,25615.0,-3945.0,1537169.5714285714,-102541.24524399685
910,2011-05-04,1701260,873388,0,456719,337538,28967,15270,7226,0,0,0,1272.0,19260.0,-19740.0,1543516.4285714286,-105605.38810113957
911,2011-05-05,1713214,860734,0,449978,332201,38602,13848,6562,2,0,0,807.0,23678.0,-14216.0,1552943.0,-102283.24524399685
912,2011-05-06,1678456,856697,0,390006,343483,46128,12512,6583,0,0,0,986.0,25989.0,-11014.0,1578587.7142857143,-80462.24524399685
913,2011-05-07,1515763,817771,0,211634,341113,51411,15486,7681,0,0,0,640.0,28319.0,12086.0,1589144.7142857143,-77517.10238685389
914,2011-05-08,1463975,747151,0,192816,351351,59214,10628,9098,62,0,0,977.0,40058.0,18834.0,1598927.5714285714,-78485.24524399685
915,2011-05-09,1685019,832341,0,340675,386013,69796,10958,8209,0,0,0,1126.0,39889.0,0.0,1634054.4285714286,-47735.67381542525
916,2011-05-10,1703928,805093,0,393197,401256,82385,12768,7896,1,0,0,1081.0,38064.0,0.0,1637373.5714285714,-75340.95952971117
917,2011-05-11,1696989,768847,0,469834,403853,42990,13044,10764,0,0,0,877.0,26148.0,108.0,1636763.4285714286,-79066.67381542525
918,2011-05-12,1710863,741012,0,449454,404249,81555,12860,12079,0,0,0,1070.0,43408.0,0.0,1636427.5714285714,-81954.10238685412
919,2011-05-13,1676233,701463,0,480375,394629,51167,16266,14321,0,0,0,976.0,29825.0,705.0,1636110.0,-81870.81667256821
920,2011-05-14,1506445,556070,0,358313,395390,85167,10278,13290,0,0,0,1071.0,44904.0,12702.0,1634778.857142857,-80413.10238685412
921,2011-05-15,1478889,560383,0,320487,404537,71656,15448,16290,34,0,0,814.0,39489.0,18781.0,1636909.4285714286,-66583.10238685389
922,2011-05-16,1707138,663497,0,480913,408982,87821,15760,17527,85,0,0,803.0,52439.0,-6009.0,1640069.2857142857,-55397.388101139804
923,2011-05-17,1728385,739549,0,488150,408361,53056,14862,20198,0,0,0,695.0,28086.0,-7040.0,1643563.142857143,-40425.81667256821
924,2011-05-18,1729738,733543,0,472563,408301,100824,12030,16030,0,0,0,709.0,46570.0,-18320.0,1648241.5714285714,-19501.81667256821
925,2011-05-19,1705866,758602,0,495155,403271,59722,15618,15565,0,0,0,1297.0,22437.0,-19563.0,1647527.7142857143,-5890.388101139804
926,2011-05-20,1680244,721745,0,478893,395068,71540,13556,16800,0,0,0,1115.0,37827.0,-15002.0,1648100.7142857143,4471.6118988604285
927,2011-05-21,1493269,579093,0,355982,367498,85940,9960,19436,0,0,0,1192.0,43646.0,7229.0,1646218.4285714286,12979.469041717472
928,2011-05-22,1442534,549346,0,286001,384052,100085,10700,21329,0,0,0,1260.0,57751.0,3682.0,1641024.857142857,15946.040470288834
929,2011-05-23,1689131,713788,0,414009,396648,103841,14698,22645,371,0,0,892.0,61222.0,0.0,1638452.4285714286,24305.611898860196
930,2011-05-24,1695161,714532,0,409692,401805,97035,14094,24719,62,0,0,1552.0,51067.0,0.0,1633706.142857143,24104.754756003385
931,2011-05-25,1694165,749954,0,435407,405921,53925,13002,26884,0,0,0,1282.0,31445.0,25.0,1628624.2857142857,23035.32618457428
932,2011-05-26,1712993,723557,0,423805,402887,64686,10880,27480,0,0,0,775.0,44248.0,17.0,1629642.4285714286,27812.754756003153
933,2011-05-27,1673050,726586,0,384079,396019,71458,13898,25731,37,0,0,1016.0,37832.0,0.0,1628614.7142857143,32435.611898860196
934,2011-05-28,1494885,541479,0,305964,406443,102790,13362,24122,0,0,0,754.0,56201.0,11457.0,1628845.5714285714,39963.326184574515
935,2011-05-29,1430190,546322,0,226661,420262,97003,11662,24612,0,0,0,772.0,50929.0,18638.0,1627082.142857143,34591.75475600315
936,2011-05-30,1481900,668547,0,328822,423172,25516,17024,27983,79,0,0,666.0,12707.0,-6825.0,1597477.7142857143,7492.040470288834
937,2011-05-31,1646810,732803,0,424945,398287,33567,15810,23242,0,0,0,1490.0,23150.0,-4076.0,1590570.4285714286,35918.611898860196
938,2011-06-01,1673990,697760,0,428291,394548,76265,13350,22772,0,0,0,1312.0,33156.0,-2148.0,1587688.2857142857,35178.326184574515
939,2011-06-02,1663346,699131,0,416152,396910,33347,18656,22319,0,0,0,1537.0,10891.0,34750.0,1580595.857142857,37073.0404702886
940,2011-06-03,1626563,702379,0,391432,411143,34513,19138,20604,0,0,0,1720.0,17376.0,16918.0,1573954.857142857,37649.326184574515
941,2011-06-04,1463434,598368,0,271434,422812,50778,12228,17404,0,0,0,1387.0,24914.0,31848.0,1569461.857142857,34154.61189885996
942,2011-06-05,1439379,568173,0,281983,423077,50145,14072,18401,0,0,0,881.0,19710.0,30651.0,1570774.5714285714,41582.75475600315
943,2011-06-06,1661766,720556,0,460498,421920,20757,17530,16269,0,0,0,985.0,7634.0,-18526.0,1596469.7142857143,64028.46904171724
944,2011-06-07,1678977,706827,0,493318,419942,32286,11838,13632,0,0,0,1314.0,24164.0,-25049.0,1601065.0,35958.89761314611
945,2011-06-08,1680338,733358,0,452497,396736,30608,15820,15482,0,0,0,1309.0,29565.0,-13243.0,1601971.857142857,31912.46904171724
946,2011-06-09,1680116,720711,0,453527,388348,39596,11724,17675,0,0,0,1309.0,20206.0,1901.0,1604367.5714285714,23880.611898860196
947,2011-06-10,1649153,716229,42,484478,372974,10793,15662,17248,59,0,0,1144.0,5747.0,-421.0,1607594.7142857143,14638.326184574515
948,2011-06-11,1467432,576693,0,398643,376418,11840,13288,16591,86,0,0,1449.0,8221.0,33383.0,1608165.857142857,9386.326184574515
949,2011-06-12,1475355,571804,0,335596,395200,39159,16222,15475,0,0,0,633.0,28855.0,40340.0,1613305.2857142857,15863.611898859963
950,2011-06-13,1677197,685932,0,396542,393025,71218,18808,16223,0,0,0,1158.0,32495.0,29199.0,1615509.7142857143,18036.46904171747
951,2011-06-14,1671347,749162,0,459908,393660,26004,11606,14095,0,0,0,1741.0,9034.0,-1201.0,1614419.7142857143,15945.18332743179
952,2011-06-15,1686933,725381,0,514933,386080,25642,13416,14503,189,0,0,898.0,19074.0,-13358.0,1615361.857142857,21607.897613145877
953,2011-06-16,1666362,706898,0,514367,377682,24626,9910,11415,0,0,0,1274.0,23746.0,-6150.0,1613397.0,23608.0404702886
954,2011-06-17,1656108,698443,0,442043,377632,49820,12634,11306,19,0,0,777.0,32281.0,14167.0,1614390.5714285714,31607.46904171747
955,2011-06-18,1470613,598733,0,338442,369708,38528,14784,12432,0,0,0,1257.0,30121.0,35951.0,1614845.0,34169.46904171747
956,2011-06-19,1430303,593906,0,299358,375658,36901,13872,13141,0,0,0,1153.0,25314.0,39000.0,1608409.0,27674.18332743179
957,2011-06-20,1670335,708456,0,479605,385257,11328,19052,13000,0,0,0,1297.0,7542.0,18087.0,1607428.7142857143,32322.18332743179
958,2011-06-21,1686733,688435,0,504026,387447,38527,14872,13507,1,0,0,1177.0,31677.0,2420.0,1609626.7142857143,38521.61189886043
959,2011-06-22,1697302,682902,0,486405,389181,39310,17016,15242,0,0,0,1122.0,29866.0,17481.0,1611108.0,38624.89761314611
960,2011-06-23,1685196,668140,0,479212,384556,30420,12098,15185,30,0,0,1208.0,23821.0,41616.0,1613798.5714285714,40217.75475600315
961,2011-06-24,1630650,697746,0,434535,372948,22815,11336,13368,17,0,0,1217.0,15481.0,33549.0,1610161.7142857143,34443.18332743179
962,2011-06-25,1481254,604153,0,332889,363835,47666,12950,12331,136,0,0,942.0,37600.0,38003.0,1611681.857142857,36993.04047028883
963,2011-06-26,1430573,608266,0,278353,380740,44108,12814,12363,185,0,0,1719.0,18173.0,38684.0,1611720.4285714286,37063.61189886043
964,2011-06-27,1707591,752411,0,458485,392012,23580,25340,15858,1388,0,0,1313.0,9787.0,12122.0,1617042.7142857143,39677.89761314611
965,2011-06-28,1688194,788655,0,443419,369782,16363,14516,12187,8,0,0,981.0,8830.0,11110.0,1617251.4285714286,36785.18332743179
966,2011-06-29,1651442,763473,0,468391,326606,18948,11446,11632,0,0,0,1529.0,13894.0,12624.0,1610700.0,26826.18332743179
967,2011-06-30,1638465,725900,0,463460,323931,22581,12616,12167,0,0,0,1523.0,13265.0,29867.0,1604024.142857143,18919.46904171747
968,2011-07-01,1595039,727629,0,460124,315537,5854,12250,11784,6,0,0,1661.0,4786.0,24453.0,1598936.857142857,10783.469041717472
969,2011-07-02,1419023,680297,0,314482,311397,2961,13590,11146,12,0,0,1605.0,1575.0,43888.0,1590046.7142857143,-4069.5309582825284
970,2011-07-03,1395954,653736,0,322548,308717,3636,9542,10853,0,0,0,1658.0,1411.0,45824.0,1585101.142857143,-10960.388101139572
971,2011-07-04,1640441,794258,0,460538,315789,19276,16438,10371,0,0,0,1644.0,6737.0,4183.0,1575508.2857142857,-20370.673815425485
972,2011-07-05,1680761,780709,0,484405,320106,47297,11548,8899,0,0,0,1284.0,19362.0,-1989.0,1574446.4285714286,-17495.38810113957
973,2011-07-06,1667632,787835,0,424490,328289,35936,12584,9830,55,0,0,1421.0,30676.0,4206.0,1576759.2857142857,-9708.388101139804
974,2011-07-07,1659681,785851,0,407162,323548,61324,11988,15545,58,0,0,1313.0,35966.0,-3277.0,1579790.142857143,-7818.959529710934
975,2011-07-08,1636606,791533,0,378044,318474,37628,15638,17569,189,0,0,1182.0,28220.0,16742.0,1585728.2857142857,-255.81667256820947
976,2011-07-09,1447848,738885,0,234004,318163,39814,11068,14556,0,0,0,1417.0,21535.0,31001.0,1589846.142857143,712.7547560033854
977,2011-07-10,1413167,714078,0,243359,322890,16463,14824,14396,0,0,0,1314.0,7558.0,40377.0,1592305.142857143,-5798.959529710934
978,2011-07-11,1638020,846793,0,390687,324347,7870,16252,14124,0,0,0,1594.0,4079.0,13811.0,1591959.2857142857,-9515.245243996847
979,2011-07-12,1657341,818955,0,397439,335963,29565,13034,12129,12,0,0,1072.0,16331.0,9786.0,1588613.5714285714,-15919.388101139804
980,2011-07-13,1640765,831631,0,380563,328574,29777,12738,11629,98,0,0,1255.0,7938.0,6038.0,1584775.4285714286,-23558.245243996847
981,2011-07-14,1645597,815304,0,382330,324428,31283,13524,10828,243,0,0,1792.0,9744.0,17838.0,1582763.4285714286,-29151.81667256821
982,2011-07-15,1630235,806456,0,349033,318695,42109,17596,11308,0,0,0,1594.0,19437.0,26698.0,1581853.2857142857,-30820.24524399708
983,2011-07-16,1469920,679902,0,271125,319295,54192,15796,14361,636,0,0,876.0,35951.0,38568.0,1585006.4285714286,-19261.38810113957
984,2011-07-17,1433141,646272,0,231138,334047,66240,15050,18762,0,0,0,997.0,38362.0,43623.0,1587859.857142857,-4662.673815425718
985,2011-07-18,1650759,770215,0,345383,347085,63995,11958,16442,0,0,0,876.0,38497.0,23226.0,1589679.7142857143,979.1833274317905
986,2011-07-19,1661455,816193,0,354303,358568,30276,21960,15510,988,0,0,1300.0,17510.0,7553.0,1590267.4285714286,-145.8166725684423
